chromosome,bp_min,bp_max,num_nodes,num_links,num_gendered_links,num_married,num_married_within_slice,num_married_ibd_links
7,155538967,155928766,8860,681,326,1246,1469,0
7,155928766,155929049,7999,614,289,1246,1300,0
7,155929049,156332575,12068,3552,1756,1246,1966,1
7,156332575,156722649,13468,6442,3213,1246,2185,1
7,156722649,157128268,13742,6820,3403,1246,2228,1
7,157128268,157516686,13309,5487,2759,1246,2185,1
7,157516686,157520355,10759,1552,764,1246,1823,0
7,157520355,157922516,13414,6154,3127,1246,2214,0
7,157922516,158313733,14253,13005,6618,1246,2329,2
7,158313733,158715579,14200,13078,6649,1246,2320,2
8,155931,1266793,3890,91,43,1246,597,1
8,1266793,1945397,4903,126,61,1246,765,1
8,1945397,2603842,5943,167,75,1246,934,1
8,2603842,3279638,6033,159,71,1246,951,1
8,3279638,3887885,6335,179,91,1246,1001,1
8,3887885,4326718,6742,200,107,1246,1072,0
8,4326718,4793839,7874,315,167,1246,1264,0
8,4793839,5299861,8473,468,240,1246,1371,0
8,5299861,5790102,8784,501,249,1246,1431,0
8,5790102,6317107,8604,460,233,1246,1386,0
8,6317107,6716312,11441,2135,1004,1246,1796,0
8,6716312,7291731,15001,48133,24055,1246,2405,7
8,7291731,8074246,15195,76703,38402,1246,2429,11
8,8074246,8389693,15144,76060,38091,1246,2426,11
8,8389693,8614567,13752,42485,21338,1246,2236,7
8,8614567,10697880,11613,13173,6578,1246,1891,5
8,10697880,12900843,3705,85,46,1246,607,2
8,12900843,14047266,3905,95,47,1246,673,2
8,14047266,16166397,4804,128,70,1246,816,2
8,16166397,17005986,5428,161,89,1246,928,2
8,17005986,17827597,6455,212,110,1246,1074,1
8,17827597,18612008,6540,209,105,1246,1069,1
8,18612008,19274848,7732,298,154,1246,1262,1
8,19274848,20118392,7909,332,170,1246,1276,1
8,20118392,20889631,7722,330,173,1246,1234,1
8,20889631,21546620,7911,361,175,1246,1271,1
8,21546620,22363032,8135,387,199,1246,1331,2
8,22363032,22643037,7373,326,151,1246,1200,2
8,22643037,23742960,8396,400,197,1246,1384,2
8,23742960,24899072,7518,311,153,1246,1242,2
8,24899072,26050530,8163,364,172,1246,1357,2
8,26050530,26052421,7058,280,133,1246,1173,1
8,26052421,27520575,8433,370,183,1246,1389,2
8,27520575,28233423,8101,348,172,1246,1347,2
8,28233423,29061015,8142,354,181,1246,1361,2
8,29061015,29863404,8506,425,207,1246,1381,2
8,29863404,30766315,7531,368,178,1246,1226,1
8,30766315,32719490,7530,359,173,1246,1233,1
8,32719490,35711961,6760,279,144,1246,1109,0
8,35711961,38219298,7284,262,136,1246,1180,1
8,38219298,38220121,6388,199,103,1246,1018,1
8,38220121,40020831,8447,365,186,1246,1357,1
8,40020831,40773508,8754,405,206,1246,1393,1
8,40773508,42775857,10576,944,475,1246,1673,1
8,42775857,50033344,10760,1251,631,1246,1732,1
8,50033344,52248877,11088,1429,709,1246,1787,1
8,52248877,53418983,11093,1412,701,1246,1789,1
8,53418983,54584655,8679,583,287,1246,1431,0
8,54584655,57294563,8160,399,199,1246,1332,1
8,57294563,58848604,7546,290,134,1246,1191,1
8,58848604,59976643,9332,691,330,1246,1530,1
8,59976643,61415987,9830,773,377,1246,1605,0
8,61415987,62212801,9918,778,378,1246,1617,0
8,62212801,65296477,8702,427,205,1246,1410,0
8,65296477,68069510,7528,237,114,1246,1232,0
8,68069510,69483651,7348,244,114,1246,1200,0
8,69483651,70512693,8413,465,222,1246,1386,1
8,70512693,71231373,8969,609,297,1246,1478,1
8,71231373,72283435,9302,683,336,1246,1509,1
8,72283435,73118250,9534,658,333,1246,1555,2
8,73118250,73552376,9278,558,290,1246,1503,2
8,73552376,73563962,8089,406,216,1246,1301,2
8,73563962,74941306,8556,437,231,1246,1372,3
8,74941306,77682553,7808,309,163,1246,1270,4
8,77682553,81347578,8309,361,179,1246,1356,3
8,81347578,82060203,7979,370,192,1246,1292,1
8,82060203,84467112,8518,405,208,1246,1366,1
8,84467112,88062794,8247,382,197,1246,1334,1
8,88062794,91235642,7953,302,168,1246,1271,1
8,91235642,93890921,8689,417,223,1246,1418,1
8,93890921,95215035,8371,382,199,1246,1356,1
8,95215035,96459098,8239,373,190,1246,1312,1
8,96459098,97856151,8051,315,161,1246,1286,1
8,97856151,98947465,7272,275,134,1246,1174,1
8,98947465,101435022,8263,378,185,1246,1327,1
8,101435022,101903369,8212,393,206,1246,1329,0
8,101903369,101908844,7371,343,179,1246,1191,0
8,101908844,102577967,9082,583,310,1246,1495,0
8,102577967,103315674,8625,518,275,1246,1428,0
8,103315674,104348807,8695,492,252,1246,1454,0
8,104348807,106772453,8146,324,157,1246,1338,0
8,106772453,109164182,7665,296,150,1246,1250,0
8,109164182,112139784,7485,275,137,1246,1200,1
8,112139784,116519980,7065,256,127,1246,1144,1
8,116519980,118183499,6126,176,84,1246,978,1
8,118183499,118184783,5000,112,56,1246,781,1
8,118184783,120395996,7586,280,133,1246,1260,1
8,120395996,121549677,7398,280,127,1246,1239,1
8,121549677,121550507,7080,263,121,1246,1187,1
8,121550507,123073575,9227,479,223,1246,1513,1
8,123073575,123746908,8724,453,210,1246,1420,0
8,123746908,123747239,7859,399,189,1246,1272,0
8,123747239,124112382,8588,459,219,1246,1389,0
8,124112382,124938907,7976,389,185,1246,1277,1
8,124938907,125792809,6948,255,129,1246,1080,1
8,125792809,127048268,10231,1193,596,1246,1628,2
8,127048268,127054333,9510,1136,564,1246,1510,2
8,127054333,127337951,10137,1471,739,1246,1617,2
8,127337951,127860868,10858,1577,793,1246,1760,2
8,127860868,128400851,10522,1505,750,1246,1708,3
8,128400851,128814091,9328,564,300,1246,1502,1
8,128814091,129273909,8093,395,207,1246,1296,1
8,129273909,130710638,8497,399,215,1246,1366,0
8,130710638,131955452,7851,332,178,1246,1276,0
8,131955452,133120783,8284,380,201,1246,1335,0
8,133120783,134003374,8153,371,193,1246,1321,0
8,134003374,134460167,7099,277,150,1246,1152,1
8,134460167,135678208,7344,280,146,1246,1220,1
8,135678208,136390657,7481,323,156,1246,1254,1
8,136390657,137526220,8673,438,196,1246,1446,1
8,137526220,138599067,8459,420,186,1246,1395,1
8,138599067,138600100,7709,336,146,1246,1266,0
8,138600100,139346461,8526,399,174,1246,1409,0
8,139346461,139885846,6309,234,109,1246,1027,0
8,139885846,140444302,7512,327,164,1246,1221,2
8,140444302,140985566,9540,690,336,1246,1573,2
8,140985566,141543138,10135,785,388,1246,1665,2
8,141543138,142158934,9490,707,357,1246,1553,2
8,142158934,142817805,8721,490,244,1246,1434,2
8,142817805,143580187,7783,326,172,1246,1266,1
8,143580187,143587121,6468,248,130,1246,1077,1
8,143587121,144348545,6823,280,146,1246,1141,1
8,144348545,146075966,5828,214,111,1246,967,1
9,46587,1111559,3777,68,31,1246,589,0
9,1111559,1634618,4705,108,51,1246,750,0
9,1634618,2138915,5852,144,67,1246,942,0
9,2138915,2139647,4906,123,57,1246,792,0
9,2139647,2661820,6592,190,91,1246,1052,0
9,2661820,3427166,7181,217,104,1246,1145,0
9,3427166,4133522,8621,354,171,1246,1382,0
9,4133522,4460502,8182,334,160,1246,1291,0
9,4460502,4483303,7543,285,136,1246,1189,0
9,4483303,4794758,8491,361,176,1246,1341,0
9,4794758,5980677,8674,371,196,1246,1396,0
9,5980677,5990197,7467,293,158,1246,1212,0
9,5990197,7026716,8488,377,204,1246,1364,0
9,7026716,7470753,8258,349,190,1246,1311,0
9,7470753,7472554,6846,237,125,1246,1075,0
9,7472554,8086014,7567,264,135,1246,1201,0
9,8086014,8761596,6734,223,102,1246,1095,0
9,8761596,9459099,7544,288,142,1246,1224,0
9,9459099,10133683,8169,430,211,1246,1307,0
9,10133683,10924366,9477,580,290,1246,1498,0
9,10924366,11825229,8650,492,245,1246,1363,0
9,11825229,13016957,8882,497,251,1246,1395,0
9,13016957,14044604,7263,259,138,1246,1162,0
9,14044604,14045245,5701,176,90,1246,904,0
9,14045245,14326716,6808,262,132,1246,1108,0
9,14326716,14689088,7815,339,167,1246,1276,0
9,14689088,14690447,7114,300,147,1246,1178,0
9,14690447,15516375,9166,551,270,1246,1507,2
9,15516375,16249831,8226,451,221,1246,1356,2
9,16249831,17028235,8157,436,200,1246,1344,2
9,17028235,18389480,8092,452,226,1246,1313,1
9,18389480,18960393,8373,495,250,1246,1351,1
9,18960393,19517795,8245,483,249,1246,1322,0
9,19517795,20385639,7986,355,188,1246,1286,1
9,20385639,21874486,7175,258,147,1246,1173,1
9,21874486,23210554,7102,247,137,1246,1169,2
9,23210554,24645076,7563,292,148,1246,1241,2
9,24645076,25627885,8429,410,209,1246,1392,1
9,25627885,26394003,8969,484,236,1246,1468,1
9,26394003,27382085,8703,465,230,1246,1423,1
9,27382085,27787889,7679,346,169,1246,1259,1
9,27787889,29653331,6806,252,132,1246,1121,2
9,29653331,32239114,6610,214,113,1246,1077,2
9,32239114,33803111,7902,368,182,1246,1291,2
9,33803111,36153544,7744,360,176,1246,1259,2
9,36153544,36922489,7305,353,171,1246,1203,2
9,36922489,40599590,15396,889719,445075,1246,2449,186
9,40599590,65629772,15453,1727432,864022,1246,2459,357
9,65629772,65993846,15453,1727432,864022,1246,2459,357
9,65993846,66311080,15453,1727431,864021,1246,2459,357
9,66311080,71753270,15453,1727436,864023,1246,2459,357
9,71753270,74155565,11962,5063,2582,1246,1935,4
9,74155565,74158862,5821,210,102,1246,969,1
9,74158862,76754864,7672,288,150,1246,1278,1
9,76754864,77706944,6996,202,106,1246,1144,1
9,77706944,78642567,7613,240,130,1246,1254,1
9,78642567,79252643,8120,362,184,1246,1335,0
9,79252643,80049060,7983,365,176,1246,1297,0
9,80049060,80896890,7686,342,164,1246,1263,0
9,80896890,82768110,8562,378,185,1246,1398,0
9,82768110,83993434,6978,236,116,1246,1142,0
9,83993434,85237252,7888,309,155,1246,1302,0
9,85237252,86586525,7827,293,145,1246,1262,0
9,86586525,87589165,7503,281,142,1246,1239,1
9,87589165,88747444,8567,472,238,1246,1407,1
9,88747444,89533914,8804,491,248,1246,1459,2
9,89533914,90260556,8899,531,271,1246,1482,3
9,90260556,91040179,10047,1055,535,1246,1674,3
9,91040179,91790239,10741,1320,689,1246,1752,3
9,91790239,91793661,10199,1268,657,1246,1681,3
9,91793661,92443637,10532,1313,680,1246,1731,3
9,92443637,92830743,9557,885,463,1246,1557,4
9,92830743,92998733,7889,446,234,1246,1280,3
9,92998733,94818892,8634,490,244,1246,1404,3
9,94818892,96869147,9461,723,356,1246,1507,2
9,96869147,98337352,9616,765,381,1246,1541,2
9,98337352,99478869,9291,653,326,1246,1486,2
9,99478869,101533220,8933,459,221,1246,1444,0
9,101533220,103421404,7907,286,135,1246,1282,0
9,103421404,104534755,8018,296,137,1246,1289,0
9,104534755,106052433,8326,319,140,1246,1373,0
9,106052433,107767036,7814,301,128,1246,1301,0
9,107767036,109046007,7070,258,112,1246,1189,0
9,109046007,109052736,6214,212,94,1246,1031,0
9,109052736,110382037,7724,321,160,1246,1260,0
9,110382037,111044933,7024,269,149,1246,1122,0
9,111044933,111047117,6310,225,131,1246,1001,0
9,111047117,112488155,7812,338,197,1246,1261,2
9,112488155,113480169,8274,375,224,1246,1347,2
9,113480169,114654601,8197,359,202,1246,1336,4
9,114654601,115953701,9247,432,234,1246,1509,4
9,115953701,115960547,7305,240,122,1246,1167,4
9,115960547,116299953,7585,261,133,1246,1220,4
9,116299953,117078286,7880,260,139,1246,1245,4
9,117078286,117086271,5528,127,72,1246,856,1
9,117086271,118669643,6525,183,105,1246,1032,1
9,118669643,119763393,6541,208,110,1246,1035,1
9,119763393,119766315,5760,177,90,1246,915,1
9,119766315,121351852,6660,213,111,1246,1071,1
9,121351852,122348030,6807,223,108,1246,1101,1
9,122348030,122352612,5677,156,77,1246,907,1
9,122352612,123392356,6793,224,114,1246,1079,1
9,123392356,125601801,9349,644,320,1246,1493,1
9,125601801,126710744,9189,685,348,1246,1486,0
9,126710744,127346281,9814,749,375,1246,1592,0
9,127346281,129322691,9361,630,318,1246,1539,0
9,129322691,130575203,8350,468,237,1246,1375,0
9,130575203,132026293,8365,450,231,1246,1369,1
9,132026293,132280822,7679,362,182,1246,1247,1
9,132280822,132281516,6073,182,89,1246,971,1
9,132281516,133227204,6891,229,109,1246,1105,1
9,133227204,134089755,7458,329,164,1246,1241,1
9,134089755,134927966,8449,639,321,1246,1417,0
9,134927966,135266387,9948,1060,531,1246,1637,0
9,135266387,135767943,10310,1106,552,1246,1683,0
9,135767943,136352948,9818,886,450,1246,1601,0
9,136352948,136728590,9026,590,301,1246,1480,0
9,136728590,137095071,7672,365,191,1246,1265,1
9,137095071,137374584,7161,296,144,1246,1178,1
9,137374584,137637160,8154,364,178,1246,1296,1
9,137637160,137905007,8199,372,176,1246,1325,1
9,137905007,138167660,7962,348,170,1246,1295,1
9,138167660,138436633,6713,227,108,1246,1102,0
9,138436633,140018148,4663,123,60,1246,767,0
10,94316,1524409,6086,263,135,1246,989,0
10,1524409,1898257,9163,988,515,1246,1487,0
10,1898257,2237940,10601,1484,781,1246,1698,0
10,2237940,2754434,14206,20725,10519,1246,2272,2
10,2754434,2887267,14446,29930,15127,1246,2317,2
10,2887267,2887594,14343,29761,15039,1246,2305,2
10,2887594,3026634,14390,29779,15046,1246,2310,2
10,3026634,3300177,14180,28942,14619,1246,2285,2
10,3300177,3306142,6800,307,163,1246,1110,0
10,3306142,3874869,8092,390,214,1246,1305,0
10,3874869,4424952,6980,258,147,1246,1119,1
10,4424952,5063944,7766,336,181,1246,1237,1
10,5063944,5688287,7717,338,181,1246,1236,1
10,5688287,6333865,7016,279,135,1246,1136,0
10,6333865,6940614,5884,204,97,1246,965,0
10,6940614,6941553,5153,155,79,1246,842,0
10,6941553,7666909,6482,221,114,1246,1067,0
10,7666909,8352933,6708,270,139,1246,1099,1
10,8352933,8353964,6062,229,120,1246,995,1
10,8353964,8790819,8934,832,443,1246,1492,1
10,8790819,9720181,8706,802,425,1246,1450,1
10,9720181,9731934,8002,739,390,1246,1340,1
10,9731934,10522074,8361,767,403,1246,1394,1
10,10522074,11893912,7651,343,181,1246,1252,1
10,11893912,12563824,6776,223,114,1246,1091,0
10,12563824,13087317,7886,298,155,1246,1258,0
10,13087317,13576230,7746,292,152,1246,1243,0
10,13576230,14140738,7647,287,151,1246,1236,1
10,14140738,15243140,8828,794,421,1246,1471,2
10,15243140,15796226,9415,1312,669,1246,1566,2
10,15796226,16358026,9726,1350,680,1246,1614,2
10,16358026,17035822,10178,1387,707,1246,1686,2
10,17035822,17962821,7936,378,205,1246,1314,1
10,17962821,19420716,7456,314,166,1246,1235,2
10,19420716,20956475,7069,270,139,1246,1177,2
10,20956475,23858347,7341,279,137,1246,1202,2
10,23858347,24665046,7247,270,138,1246,1195,1
10,24665046,26031193,8271,373,183,1246,1343,1
10,26031193,27227458,9664,806,406,1246,1605,1
10,27227458,28594454,9925,889,439,1246,1644,1
10,28594454,29194332,10258,953,462,1246,1701,1
10,29194332,29605338,8956,564,258,1246,1457,1
10,29605338,30374566,8883,461,223,1246,1426,1
10,30374566,30898322,7955,358,175,1246,1292,2
10,30898322,32724827,7358,310,155,1246,1184,3
10,32724827,35102818,7496,293,147,1246,1195,3
10,35102818,37078907,7689,308,151,1246,1263,2
10,37078907,44152515,8926,523,255,1246,1453,1
10,44152515,46280661,9975,784,378,1246,1647,1
10,46280661,48392049,9274,715,338,1246,1528,1
10,48392049,50486727,7933,514,244,1246,1320,1
10,50486727,53293729,6489,248,117,1246,1082,0
10,53293729,54501892,5731,153,78,1246,911,0
10,54501892,56315056,6513,193,106,1246,1033,1
10,56315056,58052086,7174,256,129,1246,1128,2
10,58052086,61103307,9388,561,290,1246,1512,3
10,61103307,61494037,8950,551,284,1246,1436,3
10,61494037,63057570,9386,586,301,1246,1517,3
10,63057570,65070047,8569,456,235,1246,1404,1
10,65070047,67598526,8272,405,210,1246,1363,1
10,67598526,69073503,8860,565,271,1246,1444,2
10,69073503,70975239,8798,558,276,1246,1440,2
10,70975239,71448400,9055,550,269,1246,1474,2
10,71448400,72026887,9101,568,294,1246,1502,2
10,72026887,72628212,9299,602,307,1246,1521,2
10,72628212,73055455,9426,638,330,1246,1536,2
10,73055455,73545185,9311,564,288,1246,1525,1
10,73545185,76591158,8321,397,198,1246,1350,1
10,76591158,78124277,8218,369,186,1246,1312,1
10,78124277,79175664,7203,237,116,1246,1130,1
10,79175664,80495602,6777,209,100,1246,1051,1
10,80495602,81620106,6606,227,123,1246,1037,1
10,81620106,82824422,7280,315,164,1246,1140,2
10,82824422,82854879,6648,282,152,1246,1044,2
10,82854879,83839893,8168,447,234,1246,1265,3
10,83839893,85408721,9292,653,337,1246,1479,3
10,85408721,86329245,9181,648,324,1246,1458,3
10,86329245,88906925,8658,534,273,1246,1403,3
10,88906925,90652308,6707,228,126,1246,1077,1
10,90652308,92114318,7362,308,173,1246,1204,1
10,92114318,94174021,8161,468,256,1246,1339,1
10,94174021,95241596,8231,491,258,1246,1364,1
10,95241596,95884574,8864,578,314,1246,1487,2
10,95884574,98129010,8774,516,272,1246,1445,2
10,98129010,99308848,8040,371,207,1246,1305,2
10,99308848,100241204,7479,248,144,1246,1210,3
10,100241204,102491832,7345,246,139,1246,1180,3
10,102491832,104239100,7309,254,142,1246,1186,3
10,104239100,107658318,7382,268,143,1246,1195,3
10,107658318,109033710,8078,350,176,1246,1297,2
10,109033710,111238239,7746,318,157,1246,1247,3
10,111238239,112439771,7224,298,150,1246,1181,4
10,112439771,114610939,8380,463,237,1246,1405,3
10,114610939,115312606,8390,515,254,1246,1419,3
10,115312606,116058611,10874,1524,741,1246,1822,2
10,116058611,116332770,11987,2237,1080,1246,1964,2
10,116332770,117644231,11598,2103,1018,1246,1895,2
10,117644231,118380345,10974,1859,906,1246,1779,3
10,118380345,119474930,7944,390,200,1246,1313,3
10,119474930,119813540,7533,327,161,1246,1256,3
10,119813540,120771682,8036,378,184,1246,1340,3
10,120771682,121726486,8060,416,200,1246,1332,3
10,121726486,122598339,8682,469,247,1246,1438,4
10,122598339,123215850,7823,374,197,1246,1276,4
10,123215850,124053289,8441,408,220,1246,1387,3
10,124053289,125178979,7784,327,166,1246,1293,2
10,125178979,125572891,7617,305,158,1246,1259,2
10,125572891,126258711,9435,791,409,1246,1572,2
10,126258711,126787435,9537,937,479,1246,1595,1
10,126787435,127315437,10276,1147,591,1246,1718,1
10,127315437,127844300,10130,1090,576,1246,1698,1
10,127844300,128343567,9263,681,365,1246,1523,1
10,128343567,129198808,8289,399,211,1246,1346,1
10,129198808,129926441,9763,735,356,1246,1556,1
10,129926441,130238221,9620,738,360,1246,1542,1
10,130238221,130497635,10257,850,413,1246,1650,1
10,130497635,130759626,8811,551,270,1246,1431,2
10,130759626,131066303,8414,517,259,1246,1379,2
10,131066303,131528040,7977,454,222,1246,1307,2
10,131528040,131984960,9426,687,327,1246,1542,2
10,131984960,132447634,9001,760,362,1246,1472,1
10,132447634,132842816,9638,845,408,1246,1575,1
10,132842816,133274106,9753,888,441,1246,1593,1
10,133274106,133728751,9127,645,341,1246,1464,1
10,133728751,134332305,9724,904,460,1246,1566,1
10,134332305,134943288,8648,754,378,1246,1386,1
11,196912,1855854,2816,63,30,1246,444,1
11,1855854,2584903,4102,109,56,1246,665,1
11,2584903,3361087,6180,208,101,1246,997,1
11,3361087,4071761,7883,426,208,1246,1287,1
11,4071761,4128739,7597,409,199,1246,1244,1
11,4128739,4994331,8466,473,231,1246,1380,1
11,4994331,5692144,8361,459,222,1246,1364,1
11,5692144,6578792,7886,343,167,1246,1272,0
11,6578792,7225570,6594,254,121,1246,1063,0
11,7225570,8020461,8049,476,228,1246,1328,0
11,8020461,8724571,8712,571,295,1246,1432,0
11,8724571,9765348,8221,526,274,1246,1348,0
11,9765348,11129688,8544,517,266,1246,1392,1
11,11129688,11668648,6868,260,131,1246,1142,1
11,11668648,12244468,6288,206,102,1246,1026,1
11,12244468,12245343,4901,136,64,1246,813,0
11,12245343,13297789,6424,215,103,1246,1055,0
11,13297789,15595145,7183,282,139,1246,1157,0
11,15595145,16716246,7937,377,188,1246,1268,0
11,16716246,17689397,8535,423,211,1246,1380,1
11,17689397,18714463,8641,445,221,1246,1384,1
11,18714463,19532506,10974,1644,821,1246,1771,2
11,19532506,19794583,11385,2280,1122,1246,1836,3
11,19794583,19962033,11509,2318,1141,1246,1864,3
11,19962033,19963142,9808,1382,678,1246,1568,2
11,19963142,20148569,10375,1420,694,1246,1659,2
11,20148569,20952229,7663,307,143,1246,1196,1
11,20952229,20958026,5914,189,84,1246,941,0
11,20958026,21997038,8095,385,184,1246,1291,0
11,21997038,23012373,8483,512,250,1246,1368,0
11,23012373,24079771,8745,563,269,1246,1441,0
11,24079771,24914983,8938,579,279,1246,1506,0
11,24914983,26098140,8440,437,225,1246,1417,0
11,26098140,27659775,9246,561,281,1246,1512,1
11,27659775,29722156,8919,491,238,1246,1430,1
11,29722156,32005980,8746,444,214,1246,1387,1
11,32005980,33733839,8806,429,204,1246,1419,1
11,33733839,33981579,7214,262,122,1246,1195,0
11,33981579,35285048,7904,294,142,1246,1287,0
11,35285048,36212617,8020,305,145,1246,1275,0
11,36212617,36215572,7002,248,119,1246,1101,0
11,36215572,36903291,8108,353,170,1246,1297,0
11,36903291,38163314,8273,358,176,1246,1328,0
11,38163314,41316940,8902,420,212,1246,1432,1
11,41316940,43550070,8058,346,179,1246,1307,1
11,43550070,44421567,8342,421,214,1246,1385,1
11,44421567,44853450,7752,386,208,1246,1278,0
11,44853450,44853691,6436,272,151,1246,1049,0
11,44853691,46701728,7216,316,178,1246,1177,0
11,46701728,60092255,8534,600,323,1246,1418,1
11,60092255,60941495,9066,715,369,1246,1500,1
11,60941495,61657666,9048,714,366,1246,1492,1
11,61657666,61685950,7940,487,242,1246,1298,1
11,61685950,63778845,9745,739,366,1246,1576,1
11,63778845,65361305,9436,725,368,1246,1557,1
11,65361305,65363399,8838,668,338,1246,1456,1
11,65363399,68229656,10914,1273,629,1246,1787,2
11,68229656,68863603,10253,1124,567,1246,1663,2
11,68863603,69522775,9717,907,457,1246,1577,2
11,69522775,70434594,9189,630,313,1246,1473,1
11,70434594,71867093,8164,385,191,1246,1322,1
11,71867093,73094539,8082,352,172,1246,1316,1
11,73094539,75756145,7810,283,136,1246,1253,1
11,75756145,76655749,6763,213,103,1246,1128,1
11,76655749,78784695,7909,365,174,1246,1324,1
11,78784695,79313294,8125,374,178,1246,1324,0
11,79313294,79975605,7911,359,168,1246,1278,0
11,79975605,82093499,8052,371,178,1246,1308,0
11,82093499,84998815,6947,255,116,1246,1142,0
11,84998815,87063927,6346,236,115,1246,1047,0
11,87063927,90367607,6597,277,137,1246,1101,0
11,90367607,92544799,6208,249,126,1246,1046,0
11,92544799,92598997,5204,183,96,1246,872,0
11,92598997,94868443,7102,292,137,1246,1186,1
11,94868443,95657956,9027,609,295,1246,1484,1
11,95657956,95658337,8603,581,280,1246,1436,1
11,95658337,96439090,10164,864,414,1246,1692,1
11,96439090,97086560,9994,835,408,1246,1652,1
11,97086560,97115714,8365,527,256,1246,1398,1
11,97115714,98922333,8733,547,263,1246,1468,1
11,98922333,101058481,6647,224,97,1246,1070,0
11,101058481,103705692,6477,178,84,1246,1063,0
11,103705692,105872345,6249,169,82,1246,1011,1
11,105872345,108563349,6643,186,93,1246,1085,1
11,108563349,110430279,6969,232,119,1246,1136,1
11,110430279,112023910,8336,398,192,1246,1350,2
11,112023910,112649912,8154,399,183,1246,1332,1
11,112649912,113957197,8612,414,187,1246,1405,1
11,113957197,114810084,7356,272,125,1246,1196,0
11,114810084,116293128,7823,281,145,1246,1290,0
11,116293128,116984411,8107,314,166,1246,1313,0
11,116984411,117646291,8088,329,170,1246,1312,0
11,117646291,119191351,8154,341,169,1246,1314,0
11,119191351,120202099,6654,217,112,1246,1088,0
11,120202099,120930964,6595,224,113,1246,1078,0
11,120930964,122024112,7026,248,133,1246,1145,0
11,122024112,122714782,8048,400,191,1246,1336,0
11,122714782,123272659,8403,452,214,1246,1362,0
11,123272659,123529779,8341,457,217,1246,1368,0
11,123529779,125099854,7952,346,159,1246,1288,0
11,125099854,126221945,6815,222,103,1246,1117,0
11,126221945,126652326,6921,236,117,1246,1122,0
11,126652326,127736877,7470,301,146,1246,1220,0
11,127736877,127736998,6096,218,106,1246,968,0
11,127736998,128554367,8533,547,275,1246,1399,0
11,128554367,129072555,10107,965,475,1246,1667,0
11,129072555,129619409,10687,1057,524,1246,1738,0
11,129619409,130160402,9600,757,373,1246,1552,0
11,130160402,130708278,8810,457,222,1246,1414,0
11,130708278,131249805,7882,320,159,1246,1296,0
11,131249805,131777930,8036,414,200,1246,1354,0
11,131777930,132169289,8695,547,269,1246,1457,0
11,132169289,132802290,8629,547,269,1246,1449,0
11,132802290,133167123,7391,380,186,1246,1210,0
11,133167123,133704567,4530,127,72,1246,710,0
11,133704567,134862206,3666,92,49,1246,582,0
12,183923,1053786,7011,330,164,1246,1147,2
12,1053786,1607512,7817,437,219,1246,1296,2
12,1607512,1971518,8471,477,238,1246,1398,2
12,1971518,2865804,7902,362,185,1246,1303,2
12,2865804,3357992,7895,337,171,1246,1286,1
12,3357992,3694467,9369,705,342,1246,1533,1
12,3694467,3939972,9553,771,381,1246,1567,0
12,3939972,4206629,9604,773,384,1246,1581,0
12,4206629,4523456,8809,601,300,1246,1444,0
12,4523456,5224236,7138,233,125,1246,1165,0
12,5224236,5922358,6815,216,115,1246,1108,0
12,5922358,6635274,9830,998,517,1246,1587,0
12,6635274,7065635,12063,2798,1404,1246,1938,0
12,7065635,7535354,12314,2994,1507,1246,1991,0
12,7535354,7996684,11930,2750,1386,1246,1929,0
12,7996684,8911475,10128,1268,656,1246,1641,0
12,8911475,10666965,6441,204,109,1246,1036,0
12,10666965,11936380,6592,228,121,1246,1079,0
12,11936380,12487670,7338,287,146,1246,1206,0
12,12487670,12978653,7484,305,143,1246,1230,0
12,12978653,13419326,7566,341,162,1246,1243,0
12,13419326,14669574,7698,318,149,1246,1254,0
12,14669574,16239491,7230,270,137,1246,1163,0
12,16239491,16243248,5520,146,75,1246,897,0
12,16243248,17815801,7625,333,169,1246,1258,0
12,17815801,19688036,7391,336,174,1246,1209,0
12,19688036,20393735,8945,619,315,1246,1478,0
12,20393735,21598886,10927,1544,738,1246,1805,0
12,21598886,21734252,10283,1420,669,1246,1676,0
12,21734252,23358302,10970,1499,717,1246,1797,0
12,23358302,24263863,8018,416,206,1246,1337,0
12,24263863,24976550,8881,498,255,1246,1468,0
12,24976550,25696218,9470,659,344,1246,1529,0
12,25696218,26393588,9439,674,335,1246,1515,1
12,26393588,27623432,9425,634,313,1246,1516,1
12,27623432,29130200,9038,475,243,1246,1463,2
12,29130200,30287873,7637,241,132,1246,1223,2
12,30287873,31652259,7221,211,114,1246,1151,2
12,31652259,37858073,7229,216,114,1246,1143,1
12,37858073,42498958,7262,235,122,1246,1159,1
12,42498958,44926334,7882,381,205,1246,1282,1
12,44926334,47352015,8878,538,284,1246,1439,2
12,47352015,47353064,8011,478,251,1246,1296,2
12,47353064,47911651,8446,515,273,1246,1364,2
12,47911651,49847570,8612,529,284,1246,1388,2
12,49847570,51983427,8314,409,206,1246,1358,2
12,51983427,52596426,8061,441,213,1246,1311,1
12,52596426,52598068,7432,382,182,1246,1215,0
12,52598068,53430777,8807,567,273,1246,1419,0
12,53430777,54524397,8941,599,284,1246,1463,0
12,54524397,55859957,8643,545,262,1246,1431,1
12,55859957,57078296,8025,458,224,1246,1323,1
12,57078296,57103129,6914,308,155,1246,1136,1
12,57103129,59962305,8561,458,228,1246,1412,1
12,59962305,62610291,8372,431,212,1246,1405,1
12,62610291,63862202,9276,597,297,1246,1549,0
